64.23,13053.00,70.45,32400.00,5350.00
62.52,13027.00,70.85,32400.00,5350.00
62.76,13006.00,69.10,32600.00,5350.00
62.13,12998.00,69.35,32600.00,5350.00
62.34,12993.00,68.85,32400.00,5400.00
62.67,12978.00,69.05,32200.00,5400.00
62.57,12979.00,69.30,32000.00,5500.00
63.32,12989.00,69.05,31800.00,5500.00
63.29,12979.00,69.75,32200.00,5450.00
62.57,12981.00,69.75,32200.00,5400.00
61.94,12991.00,69.05,32200.00,5350.00
61.95,12997.00,68.65,32200.00,5350.00
61.66,12992.00,68.65,32200.00,5300.00
61.90,12981.00,68.75,32100.00,5300.00
61.93,12972.00,69.00,32100.00,5300.00
62.18,12969.00,69.00,32100.00,5250.00
61.84,12963.00,69.20,32100.00,5250.00
61.68,12960.00,69.05,32100.00,5250.00
61.74,12942.00,68.85,32000.00,5300.00
61.53,12947.00,69.25,32000.00,5300.00
61.52,12949.00,69.25,32200.00,5300.00
61.58,12955.00,69.50,32200.00,5300.00
60.04,12956.00,69.60,32300.00,5300.00
60.16,12958.00,69.35,32200.00,5300.00
60.60,12958.00,68.30,32200.00,5350.00
61.98,12959.00,68.55,32200.00,5350.00
61.98,12951.00,69.80,32400.00,5350.00
62.63,12958.00,69.80,32400.00,5350.00
61.30,12959.00,70.55,32500.00,5350.00
62.20,12960.00,69.50,32500.00,5300.00
62.11,12963.00,70.50,32400.00,5250.00
61.86,12965.00,70.50,32400.00,5250.00
63.23,12950.00,71.00,32600.00,5200.00
62.40,12949.00,71.70,32900.00,5200.00
64.44,12948.00,71.30,32800.00,5200.00
64.81,12945.00,71.00,32800.00,5200.00
63.77,12942.00,71.25,32900.00,5200.00
63.71,12939.00,70.25,32800.00,5250.00
63.38,12933.00,70.15,33200.00,5250.00
63.31,12928.00,69.90,33200.00,5250.00
63.25,12925.00,69.90,33200.00,5250.00
62.99,12922.00,69.90,33400.00,5250.00
63.69,12916.00,69.65,33400.00,5250.00
63.32,12916.00,70.45,33900.00,5250.00
63.16,12925.00,70.00,33800.00,5250.00
62.77,12927.00,69.85,33600.00,5250.00
63.66,12932.00,69.55,33600.00,5250.00
63.66,12931.00,69.55,33600.00,5250.00
63.97,12929.00,69.55,34000.00,5200.00
63.87,12926.00,70.60,34000.00,5200.00
63.97,12923.00,70.60,33800.00,5200.00
63.28,12922.00,70.60,33800.00,5200.00
62.61,12923.00,69.95,33900.00,5250.00
62.68,12923.00,69.40,33800.00,5250.00
62.00,12920.00,69.50,33700.00,5300.00
61.43,12919.00,68.90,33600.00,5350.00
61.40,12796.00,68.50,33600.00,5400.00
61.50,12773.00,68.50,33600.00,5350.00
61.59,12767.00,68.50,33600.00,5400.00
62.14,12762.00,68.50,33400.00,5400.00
61.90,12736.00,69.05,33600.00,5400.00
61.41,12679.00,68.75,33600.00,5400.00
61.41,12663.00,68.35,33600.00,5400.00
62.47,12619.00,68.35,33800.00,5400.00
61.82,12572.00,69.30,33900.00,5400.00
62.09,12525.00,68.80,33900.00,5400.00
62.45,12498.00,68.90,33800.00,5400.00
61.60,12451.00,69.20,33800.00,5400.00
61.41,12435.00,68.45,33800.00,5400.00
60.86,12389.00,68.20,33600.00,5450.00
61.36,12358.00,67.70,33600.00,5450.00
61.13,12348.00,68.20,33700.00,5450.00
61.79,12333.00,67.95,33700.00,5400.00
62.30,12328.00,68.45,33800.00,5400.00
61.94,12322.00,68.95,33800.00,5400.00
60.23,12317.00,68.70,33800.00,5400.00
59.97,12311.00,67.25,33600.00,5400.00
59.60,12311.00,67.00,33400.00,5400.00
58.64,12311.00,66.75,33300.00,5350.00
58.88,12311.00,65.85,33100.00,5350.00
58.42,12311.00,66.00,33100.00,5350.00
58.90,12311.00,65.70,33200.00,5350.00
58.90,12296.00,65.80,33500.00,5350.00
59.85,12280.00,65.80,33500.00,5350.00
59.87,12270.00,66.80,33500.00,5350.00
59.91,12237.00,66.60,33600.00,5350.00
60.01,12219.00,66.80,33600.00,5300.00
57.74,12209.00,66.70,33500.00,5300.00
58.17,12200.00,66.00,33400.00,5300.00
57.70,12193.00,65.50,33300.00,5300.00
58.16,12190.00,65.05,33300.00,5250.00
57.92,12119.00,65.30,33300.00,5300.00
56.50,12090.00,65.05,33400.00,5250.00
56.11,12088.00,64.30,33200.00,5200.00
55.93,12081.00,64.10,33100.00,5200.00
56.41,12068.00,64.05,33000.00,5200.00
57.11,12063.00,64.55,32900.00,5200.00
57.38,12020.00,65.30,32900.00,5250.00
56.86,12015.00,65.45,33000.00,5250.00
56.59,12013.00,65.00,32900.00,5250.00
56.83,12007.00,64.80,32900.00,5250.00
57.15,12005.00,65.50,32900.00,5250.00
58.29,11983.00,65.50,32800.00,5200.00
58.24,11955.00,66.50,32800.00,5200.00
58.32,11948.00,66.40,32600.00,5200.00
58.36,11941.00,66.40,32400.00,5200.00
57.16,11902.00,66.40,32400.00,5300.00
58.17,11767.00,65.15,32200.00,5250.00
58.37,11709.00,66.05,32200.00,5250.00
58.39,11698.00,66.30,32100.00,5250.00
57.72,11689.00,66.30,32100.00,5250.00
57.72,11682.00,66.30,32200.00,5300.00
57.80,11682.00,66.30,32500.00,5300.00
57.38,11679.00,65.90,32700.00,5300.00
57.67,11679.00,65.45,32800.00,5250.00
58.44,11678.00,65.70,32800.00,5250.00
59.20,11679.00,66.40,32800.00,5200.00
58.96,11679.00,67.15,33200.00,5200.00
58.90,11687.00,67.00,33200.00,5200.00
58.75,11687.00,67.00,33200.00,5200.00
59.03,11695.00,67.00,33200.00,5250.00
60.07,11696.00,67.25,33400.00,5250.00
60.71,11707.00,68.25,33800.00,5350.00
61.51,11755.00,68.75,33800.00,5350.00
61.63,11816.00,69.30,34100.00,5400.00
60.64,11913.00,69.40,34100.00,5450.00
60.03,11950.00,68.45,34100.00,5350.00
62.15,12001.00,67.85,34100.00,5350.00
62.69,12083.00,69.90,34200.00,5450.00
63.80,12175.00,70.65,34200.00,5450.00
63.49,12271.00,71.65,34500.00,5500.00
63.08,12369.00,71.60,34500.00,5500.00
64.77,12367.00,71.35,34400.00,5650.00
63.46,12368.00,71.60,34500.00,5650.00
64.07,12369.00,71.35,34700.00,5600.00
63.69,12372.00,71.70,34700.00,5600.00
63.76,12372.00,71.25,34700.00,5600.00
64.36,12372.00,71.25,34700.00,5650.00
63.05,12375.00,72.00,34900.00,5600.00
62.17,12391.00,70.80,34800.00,5550.00
61.63,12412.00,70.55,34800.00,5625.00
61.83,12465.00,69.65,34800.00,5650.00
61.33,12476.00,69.75,34800.00,5550.00
60.90,12478.00,69.40,34800.00,5600.00
60.60,12487.00,69.10,34700.00,5650.00
60.73,12523.00,68.80,34800.00,5550.00
60.77,12523.00,68.80,34800.00,5650.00
60.99,12526.00,68.80,34900.00,5600.00
62.20,12511.00,69.15,35000.00,5600.00
62.05,12519.00,70.40,35200.00,5550.00
61.07,12521.00,70.20,35300.00,5550.00
61.67,12530.00,69.35,35400.00,5550.00
61.45,12536.00,70.05,35600.00,5550.00
63.01,12556.00,69.95,35800.00,5600.00
62.90,12561.00,71.45,35900.00,5550.00
64.43,12567.00,71.45,36100.00,5550.00
64.28,12577.00,72.95,36300.00,5500.00
64.28,12575.00,72.95,36800.00,5550.00
63.94,12613.00,72.95,36800.00,5500.00
63.17,12615.00,72.75,36700.00,5600.00
62.87,12616.00,72.05,36700.00,5550.00
63.92,12618.00,71.80,36700.00,5550.00
65.55,12619.00,73.00,37500.00,5600.00
65.80,12632.00,74.50,38000.00,5550.00
65.78,12637.00,74.85,38300.00,5550.00
64.96,12637.00,74.80,38300.00,5500.00
64.75,12637.00,74.05,38300.00,5500.00
63.79,12656.00,73.95,39000.00,5500.00
63.04,12668.00,73.10,39500.00,5500.00
62.60,12669.00,72.95,39700.00,5500.00
63.30,12669.00,72.75,39700.00,5500.00
64.57,12667.00,74.05,40000.00,5500.00
64.39,12686.00,75.05,40300.00,5500.00
62.85,12698.00,75.05,40200.00,5500.00
62.94,12717.00,73.95,40200.00,5600.00
64.88,12717.00,74.55,40400.00,5600.00
65.49,12717.00,75.55,40500.00,5550.00
63.48,12719.00,74.55,41000.00,5600.00
64.66,12719.00,74.65,41300.00,5700.00
64.50,12816.00,76.15,42000.00,5750.00
62.82,13075.00,76.15,42700.00,5750.00
63.62,13285.00,74.85,42700.00,5950.00
63.62,13333.00,75.60,42900.00,5800.00
63.75,13629.00,75.60,42900.00,5800.00
63.78,13632.00,75.90,43100.00,5800.00
65.25,13638.00,75.95,44000.00,5800.00
65.92,13666.00,75.95,44000.00,5800.00
68.14,13665.00,76.50,45200.00,5750.00
